coding,selectable,parent_id,node_id,meaning,Level
1226008,Y,1226,1226008,"Owner, agency, travel",4.0
1231001,Y,1231,1231001,"Director, housing",4.0
1231002,Y,1231,1231002,"Factor, estate (Scotland)",4.0
1231003,Y,1231,1231003,"Factor, housing (Scotland)",4.0
1231004,Y,1231,1231004,Landlady (property management),4.0
1231005,Y,1231,1231005,Landlord (property management),4.0
1231006,Y,1231,1231006,Landowner,4.0
1231007,Y,1231,1231007,Manager (auctioneers),4.0
1231008,Y,1231,1231008,Manager (estate agents),4.0
1231009,Y,1231,1231009,Manager (housing association),4.0
1231010,Y,1231,1231010,Manager (office services),4.0
1231011,Y,1231,1231011,Manager (property investment company),4.0
1231012,Y,1231,1231012,Manager (property management),4.0
1231013,Y,1231,1231013,"Manager, branch (accommodation bureau)",4.0
1231014,Y,1231,1231014,"Manager, caretaking",4.0
1231015,Y,1231,1231015,"Manager, centre, city",4.0
1231016,Y,1231,1231016,"Manager, centre, shopping",4.0
1231017,Y,1231,1231017,"Manager, centre, town",4.0
1231018,Y,1231,1231018,"Manager, environment (railways)",4.0
1231019,Y,1231,1231019,"Manager, estate",4.0
1231020,Y,1231,1231020,"Manager, estates",4.0
1231021,Y,1231,1231021,"Manager, facilities",4.0
1231022,Y,1231,1231022,"Manager, house (property management)",4.0
1231023,Y,1231,1231023,"Manager, housing",4.0
1231024,Y,1231,1231024,"Manager, housing (housing association)",4.0
1231025,Y,1231,1231025,"Manager, housing (local government)",4.0
1231026,Y,1231,1231026,"Manager, lettings",4.0
1231027,Y,1231,1231027,"Manager, market",4.0
1231028,Y,1231,1231028,"Manager, markets",4.0
1231029,Y,1231,1231029,"Manager, neighbourhood",4.0
1231030,Y,1231,1231030,"Manager, premises",4.0
1231031,Y,1231,1231031,"Manager, property",4.0
1231032,Y,1231,1231032,"Manager, resident",4.0
1231033,Y,1231,1231033,"Manager, sales (estate agents)",4.0
1231034,Y,1231,1231034,"Manager, services, house",4.0
1231035,Y,1231,1231035,"Manager, services, office",4.0
1231036,Y,1231,1231036,"Officer, estate",4.0
1231037,Y,1231,1231037,"Officer, estates",4.0
1231038,Y,1231,1231038,Owner (estate agents),4.0
1231039,Y,1231,1231039,Owner (letting agency),4.0
1231040,Y,1231,1231040,Owner (property management),4.0
1231041,Y,1231,1231041,"Owner, agency, letting",4.0
1231042,Y,1231,1231042,"Owner, land",4.0
1231043,Y,1231,1231043,"Owner, property",4.0
1231044,Y,1231,1231044,"Surveyor, agricultural",4.0
1231045,Y,1231,1231045,"Surveyor, estate",4.0
1232001,Y,1232,1232001,"Director, garage",4.0
1232002,Y,1232,1232002,Manager (garage),4.0
1232003,Y,1232,1232003,Manager (repairing: motor vehicles),4.0
1232004,Y,1232,1232004,Manager (tyre dealers),4.0
1232005,Y,1232,1232005,"Manager, bodyshop (vehicle trades)",4.0
1232006,Y,1232,1232006,"Manager, branch (garage)",4.0
1232007,Y,1232,1232007,"Manager, garage",4.0
1232008,Y,1232,1232008,"Manager, service (garage)",4.0
1232009,Y,1232,1232009,"Manager, service, motorcycles",4.0
1232010,Y,1232,1232010,"Manager, shop, body (vehicle trades)",4.0
1232011,Y,1232,1232011,"Manager, workshop (garage)",4.0
1232012,Y,1232,1232012,Owner (garage),4.0
1232013,Y,1232,1232013,Owner (motor vehicles repairing),4.0
1232014,Y,1232,1232014,"Owner, garage",4.0
1233001,Y,1233,1233001,Manager (beauty salon),4.0
1233002,Y,1233,1233002,Manager (beauty treatment),4.0
1233003,Y,1233,1233003,Manager (hairdressing),4.0
1233004,Y,1233,1233004,"Manager, barber's",4.0
1233005,Y,1233,1233005,"Manager, hairdresser's",4.0
1233006,Y,1233,1233006,"Manager, shop (hairdressing)",4.0
1233007,Y,1233,1233007,Owner (beauty salon),4.0
1233008,Y,1233,1233008,"Owner (beauty, health studio)",4.0
1233009,Y,1233,1233009,"Owner (hairdressing salon, shop)",4.0
1233010,Y,1233,1233010,Owner (health and fitness studio),4.0
1233011,Y,1233,1233011,"Owner, club, health",4.0
1233012,Y,1233,1233012,"Owner, salon, hairdressing",4.0
1233013,Y,1233,1233013,"Owner, studio, beauty",4.0
1233014,Y,1233,1233014,"Owner, studio, health",4.0
1234001,Y,1234,1234001,"Agent, news",4.0
1234002,Y,1234,1234002,"Agent, newspaper",4.0
1234003,Y,1234,1234003,"Broker, pawn",4.0
1234004,Y,1234,1234004,"Butcher, retail",4.0
1234005,Y,1234,1234005,Butcher-manager,4.0
1234006,Y,1234,1234006,Chandler,4.0
1234007,Y,1234,1234007,Cheesemonger,4.0
1234008,Y,1234,1234008,Clothier (retail trade),4.0
1234009,Y,1234,1234009,Clothier and outfitter,4.0
1234010,Y,1234,1234010,Confectioner and tobacconist,4.0
1234011,Y,1234,1234011,"Dealer (wholesale, retail trade)",4.0
1234012,Y,1234,1234012,"Dealer, accessories, motor",4.0
1234013,Y,1234,1234013,"Dealer, antiques",4.0
1234014,Y,1234,1234014,"Dealer, art",4.0
1234015,Y,1234,1234015,"Dealer, book",4.0
1234016,Y,1234,1234016,"Dealer, car",4.0
1234017,Y,1234,1234017,"Dealer, cattle",4.0
1234018,Y,1234,1234018,"Dealer, game",4.0
1234019,Y,1234,1234019,"Dealer, pig",4.0
1234020,Y,1234,1234020,"Dealer, poultry",4.0
1234021,Y,1234,1234021,"Dealer, sheep",4.0
1234022,Y,1234,1234022,"Dealer, stamp",4.0
1234023,Y,1234,1234023,"Dealer, store, marine",4.0
1234024,Y,1234,1234024,"Dealer, tyre",4.0
1234025,Y,1234,1234025,Distributor (retail trade),4.0
1234026,Y,1234,1234026,Draper,4.0
1234027,Y,1234,1234027,"Factor, coal",4.0
1234028,Y,1234,1234028,"Factor, motor",4.0
1234029,Y,1234,1234029,Fruiterer,4.0
1234030,Y,1234,1234030,Furnisher (retail trade),4.0
1234031,Y,1234,1234031,Furrier (retail trade),4.0
1234032,Y,1234,1234032,Greengrocer,4.0
1234033,Y,1234,1234033,Grocer,4.0
1234034,Y,1234,1234034,Haberdasher,4.0
1234035,Y,1234,1234035,Hatter (retail trade),4.0
1234036,Y,1234,1234036,"Holder, stock, steel",4.0
1234037,Y,1234,1234037,Hosier,4.0
1234038,Y,1234,1234038,Hosier and haberdasher,4.0
1234039,Y,1234,1234039,Ironmonger,4.0
1234040,Y,1234,1234040,Jeweller (retail trade),4.0
1234041,Y,1234,1234041,"Keeper, stall, book",4.0
1234042,Y,1234,1234042,"Keeper, store, drug",4.0
1234043,Y,1234,1234043,"Keeper, store, general",4.0
1234044,Y,1234,1234044,Licensee (off-licence),4.0
1234045,Y,1234,1234045,"Manager, shop (retail trade: mobile shop)",4.0
1234046,Y,1234,1234046,"Manager, shop, mobile",4.0
1234047,Y,1234,1234047,"Manager, stall (retail trade)",4.0
1234048,Y,1234,1234048,Mercer,4.0
1234049,Y,1234,1234049,"Merchant, agricultural",4.0
1234050,Y,1234,1234050,"Merchant, builders'",4.0
1234051,Y,1234,1234051,"Merchant, coal",4.0
1234052,Y,1234,1234052,"Merchant, fish",4.0
1234053,Y,1234,1234053,"Merchant, glass",4.0
1234054,Y,1234,1234054,"Merchant, timber",4.0
1234055,Y,1234,1234055,"Merchant, wine",4.0
1234056,Y,1234,1234056,Milliner (retail trade),4.0
1234057,Y,1234,1234057,Newsagent,4.0
1234058,Y,1234,1234058,Numismatist,4.0
1234059,Y,1234,1234059,Off-licensee,4.0
1234060,Y,1234,1234060,Outfitter (retail trade),4.0
1234061,Y,1234,1234061,Owner (butchers),4.0
1234062,Y,1234,1234062,Owner (delicatessen),4.0
1234063,Y,1234,1234063,Owner (drug store),4.0
1234064,Y,1234,1234064,Owner (filling station),4.0
1234065,Y,1234,1234065,Owner (fishmongers),4.0
1234066,Y,1234,1234066,Owner (florists),4.0
1234067,Y,1234,1234067,Owner (garden centre),4.0
1234068,Y,1234,1234068,Owner (general store),4.0
1234069,Y,1234,1234069,Owner (market stall),4.0
1234070,Y,1234,1234070,Owner (milk delivery round),4.0
1234071,Y,1234,1234071,Owner (off-licence),4.0
1234072,Y,1234,1234072,Owner (pet shop),4.0
1234073,Y,1234,1234073,Owner (petrol station),4.0
1234074,Y,1234,1234074,Owner (post office),4.0
1234075,Y,1234,1234075,Owner (retail trade),4.0
1234076,Y,1234,1234076,Owner (street stall),4.0
1234077,Y,1234,1234077,Owner (wholesale trade),4.0
1234078,Y,1234,1234078,"Owner, centre, garden",4.0
1234079,Y,1234,1234079,"Owner, shop, butcher's",4.0
1234080,Y,1234,1234080,"Owner, shop, florist",4.0
1234081,Y,1234,1234081,"Owner, station, filling",4.0
1234082,Y,1234,1234082,"Owner, station, petrol",4.0
1234083,Y,1234,1234083,"Owner, store, drug",4.0
1234084,Y,1234,1234084,"Owner, store, general",4.0
1234085,Y,1234,1234085,Pawnbroker,4.0
1234086,Y,1234,1234086,Philatelist,4.0
1234087,Y,1234,1234087,Retailer,4.0
1234088,Y,1234,1234088,"Retailer, fish",4.0
1234089,Y,1234,1234089,Seedsman (retail trade),4.0
1234090,Y,1234,1234090,"Seller, book",4.0
1234091,Y,1234,1234091,"Seller, map",4.0
1234092,Y,1234,1234092,Shopkeeper,4.0
1234093,Y,1234,1234093,Shopkeeper (fish),4.0
1234094,Y,1234,1234094,Stationer,4.0
1234095,Y,1234,1234095,"Stockholder, steel",4.0
1234096,Y,1234,1234096,Supplier (retail trade),4.0
1234097,Y,1234,1234097,"Tailor, merchant",4.0
1234098,Y,1234,1234098,Tobacconist,4.0
1234099,Y,1234,1234099,Trader (retail trade),4.0
1234100,Y,1234,1234100,"Trader, motor",4.0
1234101,Y,1234,1234101,"Vendor, horsemeat",4.0
1234102,Y,1234,1234102,"Victualler, licensed (off-licence)",4.0
1235001,Y,1235,1235001,"Broker, scrap",4.0
1235002,Y,1235,1235002,"Dealer, general",4.0
1235003,Y,1235,1235003,"Dealer, metal, scrap",4.0
1235004,Y,1235,1235004,"Dealer, paper, waste",4.0
1235005,Y,1235,1235005,"Dealer, rag",4.0
1235006,Y,1235,1235006,"Dealer, rag and bone",4.0
1235007,Y,1235,1235007,"Dealer, scrap",4.0
1235008,Y,1235,1235008,"Man, rag",4.0
1235009,Y,1235,1235009,"Man, rag and bone",4.0
1235010,Y,1235,1235010,Manager (cleansing services),4.0
1235011,Y,1235,1235011,Manager (local government: cleansing dept),4.0
1235012,Y,1235,1235012,Manager (recycling plant),4.0
1235013,Y,1235,1235013,Manager (refuse disposal),4.0
1235014,Y,1235,1235014,"Manager (refuse, waste disposal, sanitation)",4.0
1235015,Y,1235,1235015,"Manager (scrap merchants, breakers)",4.0
1235016,Y,1235,1235016,Manager (sewage works),4.0
1235017,Y,1235,1235017,Manager (waste disposal),4.0
1235018,Y,1235,1235018,"Manager, cleansing",4.0
1235019,Y,1235,1235019,"Manager, environmental (refuse disposal)",4.0
1235020,Y,1235,1235020,"Manager, incinerator",4.0
1235021,Y,1235,1235021,"Manager, landfill",4.0
1235022,Y,1235,1235022,"Manager, merchant, scrap",4.0
1235023,Y,1235,1235023,"Manager, operations (waste disposal)",4.0
1235024,Y,1235,1235024,"Manager, plant, recycling",4.0
1235025,Y,1235,1235025,"Manager, reclaim",4.0
1235026,Y,1235,1235026,"Manager, reclamation",4.0
1235027,Y,1235,1235027,"Manager, recycling",4.0
1235028,Y,1235,1235028,"Manager, site, landfill",4.0
1235029,Y,1235,1235029,"Manager, works, sewage",4.0
1235030,Y,1235,1235030,"Merchant, metal, scrap",4.0
1235031,Y,1235,1235031,"Merchant, paper, waste",4.0
1235032,Y,1235,1235032,"Merchant, rag and bone",4.0
1235033,Y,1235,1235033,"Merchant, salvage",4.0
1235034,Y,1235,1235034,"Merchant, scrap",4.0
1235035,Y,1235,1235035,Owner (recycling plant),4.0
1235036,Y,1235,1235036,"Owner (scrap merchants, breakers)",4.0
1235037,Y,1235,1235037,"Owner, plant, recycling",4.0
1235038,Y,1235,1235038,"Owner, yard, scrap",4.0
1235039,Y,1235,1235039,Totter,4.0
1239001,Y,1239,1239001,Director (management consultancy),4.0
1239002,Y,1239,1239002,"Director, editorial",4.0
1239003,Y,1239,1239003,"Director, publishing",4.0
1239004,Y,1239,1239004,"Keeper, laundry",4.0
1239005,Y,1239,1239005,"Manager (radio, television and video hire)",4.0
1239006,Y,1239,1239006,Manager (Citizens Advice Bureau),4.0
1239007,Y,1239,1239007,Manager (architectural practice),4.0
1239008,Y,1239,1239008,Manager (betting and gambling),4.0
1239009,Y,1239,1239009,"Manager (bookmakers, turf accountants)",4.0
1239010,Y,1239,1239010,Manager (car hire),4.0
1239011,Y,1239,1239011,Manager (car park),4.0
1239012,Y,1239,1239012,"Manager (car wash, valeting)",4.0
1239013,Y,1239,1239013,Manager (children's nursery),4.0
1239014,Y,1239,1239014,Manager (cleaning services),4.0
1239015,Y,1239,1239015,Manager (dating agency),4.0
1239016,Y,1239,1239016,Manager (driving school),4.0
1239017,Y,1239,1239017,Manager (funeral directors),4.0
1239018,Y,1239,1239018,Manager (hire shop),4.0
1239019,Y,1239,1239019,"Manager (laundry, launderette, dry cleaning)",4.0
1239020,Y,1239,1239020,Manager (library),4.0
1239021,Y,1239,1239021,Manager (machinery hire),4.0
1239022,Y,1239,1239022,Manager (photographic studios),4.0
1239023,Y,1239,1239023,Manager (plant hire),4.0
1239024,Y,1239,1239024,Manager (repairing: consumer goods),4.0
1239025,Y,1239,1239025,Manager (retail trade: market stall),4.0
1239026,Y,1239,1239026,Manager (retail trade: mobile shop),4.0
1239027,Y,1239,1239027,Manager (retail trade: party plan sales),4.0
1239028,Y,1239,1239028,Manager (retail trade: video shop),4.0
1239029,Y,1239,1239029,Manager (safe deposit),4.0
1239030,Y,1239,1239030,Manager (services development),4.0
1239031,Y,1239,1239031,Manager (theatrical agency),4.0
1239032,Y,1239,1239032,Manager (typewriting agency),4.0
1239033,Y,1239,1239033,Manager (video shop),4.0
1239034,Y,1239,1239034,Manager and Registrar (crematorium),4.0
1239035,Y,1239,1239035,Manager and Registrar (cemetery),4.0
1239036,Y,1239,1239036,"Manager, architect",4.0
1239037,Y,1239,1239037,"Manager, architecture",4.0
1239038,Y,1239,1239038,"Manager, bookmaker's",4.0
1239039,Y,1239,1239039,"Manager, branch (radio, television and video hire)",4.0
1239040,Y,1239,1239040,"Manager, branch (car hire)",4.0
1239041,Y,1239,1239041,"Manager, branch (library)",4.0
1239042,Y,1239,1239042,"Manager, cemeteries",4.0
1239043,Y,1239,1239043,"Manager, cemetery",4.0
1239044,Y,1239,1239044,"Manager, cleaning",4.0
1239045,Y,1239,1239045,"Manager, contract (cleaning services)",4.0
1239046,Y,1239,1239046,"Manager, crematorium",4.0
1239047,Y,1239,1239047,"Manager, design, graphic",4.0
1239048,Y,1239,1239048,"Manager, furnishing",4.0
1239049,Y,1239,1239049,"Manager, general (theatrical productions)",4.0
1239050,Y,1239,1239050,"Manager, health and safety",4.0
1239051,Y,1239,1239051,"Manager, hire, equipment",4.0
1239052,Y,1239,1239052,"Manager, hire, plant",4.0
1239053,Y,1239,1239053,"Manager, hire, skip",4.0
1239054,Y,1239,1239054,"Manager, hire, television and video, radio",4.0
1239055,Y,1239,1239055,"Manager, hire, tool",4.0
1239056,Y,1239,1239056,"Manager, hygiene",4.0
1239057,Y,1239,1239057,"Manager, launderette",4.0
1239058,Y,1239,1239058,"Manager, laundry",4.0
1239059,Y,1239,1239059,"Manager, library",4.0
1239060,Y,1239,1239060,"Manager, nursery (day nursery)",4.0
1239061,Y,1239,1239061,"Manager, office (bookmakers, turf accountants)",4.0
1239062,Y,1239,1239062,"Manager, office, betting",4.0
1239063,Y,1239,1239063,"Manager, operations (cleaning services)",4.0
1239064,Y,1239,1239064,"Manager, plant (hire service)",4.0
1239065,Y,1239,1239065,"Manager, production (broadcasting)",4.0
1239066,Y,1239,1239066,"Manager, production (entertainment)",4.0
1239067,Y,1239,1239067,"Manager, production (film, television production)",4.0
1239068,Y,1239,1239068,"Manager, production, theatrical",4.0
1239069,Y,1239,1239069,"Manager, production, video",4.0
1239070,Y,1239,1239070,"Manager, project (publishing)",4.0
1239071,Y,1239,1239071,"Manager, publisher's",4.0
1239072,Y,1239,1239072,"Manager, radio, television and video hire",4.0
1239073,Y,1239,1239073,"Manager, room, linen (hospital service)",4.0
1239074,Y,1239,1239074,"Manager, room, pattern",4.0
1239075,Y,1239,1239075,"Manager, safety",4.0
1239076,Y,1239,1239076,"Manager, safety and hygiene",4.0
1239077,Y,1239,1239077,"Manager, safety, community",4.0
1239078,Y,1239,1239078,"Manager, service, crane",4.0
1239079,Y,1239,1239079,"Manager, service, rental",4.0
1239080,Y,1239,1239080,"Manager, service, valet, car",4.0
1239081,Y,1239,1239081,"Manager, services, domestic",4.0
1239082,Y,1239,1239082,"Manager, services, student",4.0
1239083,Y,1239,1239083,"Manager, shop (bookmakers, turf accountants)",4.0
1239084,Y,1239,1239084,"Manager, shop (dyeing and cleaning)",4.0
1239085,Y,1239,1239085,"Manager, shop (laundry receiving shop)",4.0
1239086,Y,1239,1239086,"Manager, shop (radio, television, video hire)",4.0
1239087,Y,1239,1239087,"Manager, shop, betting",4.0
1239088,Y,1239,1239088,"Manager, shop, hire",4.0
1239089,Y,1239,1239089,"Manager, shop, video",4.0
1239090,Y,1239,1239090,"Manager, site (cleaning services)",4.0
1239091,Y,1239,1239091,"Manager, tour (entertainment)",4.0
1239092,Y,1239,1239092,"Manager, touring (entertainment)",4.0
1239093,Y,1239,1239093,"Merchant, potato",4.0
1239094,Y,1239,1239094,"Owner (alarm, security installation)",4.0
1239095,Y,1239,1239095,Owner (art gallery),4.0
1239096,Y,1239,1239096,Owner (boat: pleasure),4.0
1239097,Y,1239,1239097,Owner (cab hire service),4.0
1239098,Y,1239,1239098,Owner (car hire service),4.0
1239099,Y,1239,1239099,Owner (caravan hire service),4.0
1239100,Y,1239,1239100,Owner (cleaning services),4.0
1239101,Y,1239,1239101,Owner (contract cleaning services),4.0
1239102,Y,1239,1239102,Owner (dating agency),4.0
1239103,Y,1239,1239103,Owner (design consultancy),4.0
1239104,Y,1239,1239104,Owner (domestic appliances repairing),4.0
1239105,Y,1239,1239105,Owner (dry cleaning service),4.0
1239106,Y,1239,1239106,Owner (fairground stall),4.0
1239107,Y,1239,1239107,Owner (funeral directors),4.0
1239108,Y,1239,1239108,Owner (garden machinery repairing),4.0
1239109,Y,1239,1239109,Owner (home care service),4.0
1239110,Y,1239,1239110,Owner (launderette),4.0
1239111,Y,1239,1239111,Owner (laundry),4.0
1239112,Y,1239,1239112,Owner (management consultancy),4.0
1239113,Y,1239,1239113,Owner (marquee hire service),4.0
1239114,Y,1239,1239114,Owner (newspaper),4.0
1239115,Y,1239,1239115,Owner (office services bureau),4.0
1239116,Y,1239,1239116,Owner (pet crematorium),4.0
1239117,Y,1239,1239117,Owner (photographic agency),4.0
1239118,Y,1239,1239118,Owner (plant machinery repairing),4.0
1239119,Y,1239,1239119,Owner (printers),4.0
1239120,Y,1239,1239120,"Owner (radio, television, video servicing)",4.0
1239121,Y,1239,1239121,Owner (recording studio),4.0
1239122,Y,1239,1239122,Owner (school: driving),4.0
1239123,Y,1239,1239123,Owner (shoe repairing),4.0
1239124,Y,1239,1239124,Owner (soft furnishings mfr),4.0
1239125,Y,1239,1239125,Owner (taxi service),4.0
1239126,Y,1239,1239126,Owner (ticket agents),4.0
1239127,Y,1239,1239127,Owner (vehicle hire service),4.0
1239128,Y,1239,1239128,Owner (video shop),4.0
1239129,Y,1239,1239129,"Owner, agency, ticket",4.0
1239130,Y,1239,1239130,"Owner, boat",4.0
1239131,Y,1239,1239131,"Owner, carriages, hackney",4.0
1239132,Y,1239,1239132,"Owner, company, taxi",4.0
1239133,Y,1239,1239133,"Owner, gallery, art",4.0
1239134,Y,1239,1239134,"Owner, hire, plant",4.0
1239135,Y,1239,1239135,"Owner, launderette",4.0
1239136,Y,1239,1239136,"Owner, school, driving",4.0
1239137,Y,1239,1239137,"Owner, service, cab",4.0
1239138,Y,1239,1239138,"Owner, service, taxi",4.0
1239139,Y,1239,1239139,"Owner, shop, betting",4.0
1239140,Y,1239,1239140,"Owner, shop, video",4.0
1239141,Y,1239,1239141,"Owner, studio, photographic",4.0
1239142,Y,1239,1239142,Owner-publisher,4.0
1239143,Y,1239,1239143,Publisher,4.0
1239144,Y,1239,1239144,Retailer (video shop),4.0
1239145,Y,1239,1239145,"Shopkeeper (laundry, launderette, dry cleaning)",4.0
1239146,Y,1239,1239146,Shopkeeper (video shop),4.0
1239147,Y,1239,1239147,"Superintendent, market",4.0
2111001,Y,2111,2111001,"Analyst, chief",4.0
2111002,Y,2111,2111002,"Analyst, county",4.0
2111003,Y,2111,2111003,"Analyst, public",4.0
2111004,Y,2111,2111004,"Assistant, research (chemical)",4.0
2111005,Y,2111,2111005,"Associate, research (chemical)",4.0
2111006,Y,2111,2111006,Chemist,4.0
2111007,Y,2111,2111007,"Chemist, analytical",4.0
2111008,Y,2111,2111008,"Chemist, chief",4.0
2111009,Y,2111,2111009,"Chemist, consulting",4.0
2111010,Y,2111,2111010,"Chemist, development",4.0
2111011,Y,2111,2111011,"Chemist, electroplating",4.0
2111012,Y,2111,2111012,"Chemist, government",4.0
2111013,Y,2111,2111013,"Chemist, industrial",4.0
2111014,Y,2111,2111014,"Chemist, inorganic",4.0
2111015,Y,2111,2111015,"Chemist, laboratory",4.0
2111016,Y,2111,2111016,"Chemist, managing",4.0
2111017,Y,2111,2111017,"Chemist, manufacturing",4.0
2111018,Y,2111,2111018,"Chemist, metallurgical",4.0
2111019,Y,2111,2111019,"Chemist, nuclear",4.0
2111020,Y,2111,2111020,"Chemist, organic",4.0
2111021,Y,2111,2111021,"Chemist, physical",4.0
2111022,Y,2111,2111022,"Chemist, polymer",4.0
2111023,Y,2111,2111023,"Chemist, research",4.0
2111024,Y,2111,2111024,"Chemist, research and development",4.0
2111025,Y,2111,2111025,"Chemist, shift",4.0
2111026,Y,2111,2111026,"Chemist, superintending",4.0
2111027,Y,2111,2111027,"Chemist, technical",4.0
2111028,Y,2111,2111028,"Chemist, textile",4.0
2111029,Y,2111,2111029,"Chemist, works",4.0
2111030,Y,2111,2111030,"Consultant, chemical",4.0
2111031,Y,2111,2111031,Doctor of chemistry,4.0
2111032,Y,2111,2111032,Electro-chemist,4.0
2111033,Y,2111,2111033,"Head, section (chemical mfr)",4.0
2111034,Y,2111,2111034,"Officer, experimental, chief (chemist)",4.0
2111035,Y,2111,2111035,"Officer, experimental, senior (chemist)",4.0
2111036,Y,2111,2111036,"Officer, research (chemical)",4.0
2111037,Y,2111,2111037,"Officer, sampling, milk",4.0
2111038,Y,2111,2111038,"Officer, scientific (chemical)",4.0
2111039,Y,2111,2111039,"Officer, technical (chemical mfr)",4.0
2111040,Y,2111,2111040,Researcher (chemical),4.0
2111041,Y,2111,2111041,Scientist (chemical),4.0
2111042,Y,2111,2111042,"Scientist, research (chemical)",4.0
2111043,Y,2111,2111043,"Worker, research (chemical)",4.0
2112001,Y,2112,2112001,Adviser (agricultural),4.0
2112002,Y,2112,2112002,"Adviser, agricultural",4.0
2112003,Y,2112,2112003,"Adviser, horticultural",4.0
2112004,Y,2112,2112004,"Adviser, poultry",4.0
2112005,Y,2112,2112005,Agroclimatologist,4.0
2112006,Y,2112,2112006,Agronomist,4.0
2112007,Y,2112,2112007,Agrostologist,4.0
2112008,Y,2112,2112008,Anatomist,4.0
2112009,Y,2112,2112009,"Assistant, research (horticultural)",4.0
2112010,Y,2112,2112010,"Assistant, research (biochemical)",4.0
2112011,Y,2112,2112011,"Assistant, research (agricultural)",4.0
2112012,Y,2112,2112012,"Assistant, research (zoological)",4.0
2112013,Y,2112,2112013,"Assistant, research (botanical)",4.0
2112014,Y,2112,2112014,"Assistant, research (biological)",4.0
2112015,Y,2112,2112015,"Associate, research (zoological)",4.0
2112016,Y,2112,2112016,"Associate, research (horticultural)",4.0
2112017,Y,2112,2112017,"Associate, research (biochemical)",4.0
2112018,Y,2112,2112018,"Associate, research (agricultural)",4.0
2112019,Y,2112,2112019,"Associate, research (biological)",4.0
2112020,Y,2112,2112020,"Associate, research (botanical)",4.0
2112021,Y,2112,2112021,Bacteriologist,4.0
2112022,Y,2112,2112022,Biochemist,4.0
2112023,Y,2112,2112023,Biologist,4.0
2112024,Y,2112,2112024,Biotechnologist,4.0
2112025,Y,2112,2112025,Botanist,4.0
2112026,Y,2112,2112026,"Breeder, plant (research establishment)",4.0
2112027,Y,2112,2112027,"Chemist, agricultural",4.0
2112028,Y,2112,2112028,"Chemist, biological",4.0
2112029,Y,2112,2112029,"Chemist, soil",4.0
2112030,Y,2112,2112030,Conchologist,4.0
2112031,Y,2112,2112031,"Consultant, agricultural",4.0
2112032,Y,2112,2112032,"Consultant, farming",4.0
2112033,Y,2112,2112033,"Consultant, fisheries",4.0
2112034,Y,2112,2112034,"Consultant, forestry",4.0
2112035,Y,2112,2112035,Cytogeneticist,4.0
2112036,Y,2112,2112036,Cytologist,4.0
2112037,Y,2112,2112037,Cytotaxonomist,4.0
2112038,Y,2112,2112038,Ecologist,4.0
2112039,Y,2112,2112039,Embryologist,4.0
2112040,Y,2112,2112040,Endocrinologist,4.0
2112041,Y,2112,2112041,"Engineer (professional, genetics)",4.0
2112042,Y,2112,2112042,"Engineer, genetic",4.0
2112043,Y,2112,2112043,Entomologist,4.0
2112044,Y,2112,2112044,Fieldman (professionally qualified),4.0
2112045,Y,2112,2112045,Fieldsman (professionally qualified),4.0
2112046,Y,2112,2112046,Geneticist,4.0
2112047,Y,2112,2112047,Helminthologist,4.0
2112048,Y,2112,2112048,Herpetologist,4.0
2112049,Y,2112,2112049,Histologist,4.0
2112050,Y,2112,2112050,Histopathologist,4.0
2112051,Y,2112,2112051,Horticulturist,4.0
2112052,Y,2112,2112052,Hydrobiologist,4.0
2112053,Y,2112,2112053,Ichthyologist,4.0
2112054,Y,2112,2112054,Immunologist,4.0
2112055,Y,2112,2112055,Kinesiologist,4.0
2112056,Y,2112,2112056,Lepidopterist,4.0
2112057,Y,2112,2112057,Limnologist,4.0
2112058,Y,2112,2112058,MLSO,4.0
2112059,Y,2112,2112059,Microbiologist,4.0
2112060,Y,2112,2112060,"Monitor, trials, clinical",4.0
2112061,Y,2112,2112061,Mycologist,4.0
2112062,Y,2112,2112062,Naturalist,4.0
2112063,Y,2112,2112063,Nematologist,4.0
2112064,Y,2112,2112064,"Nutritionist, agricultural",4.0
2112065,Y,2112,2112065,"Nutritionist, animal",4.0
2112066,Y,2112,2112066,"Nutritionist, research",4.0
2112067,Y,2112,2112067,"Officer, advisory (poultry)",4.0
2112068,Y,2112,2112068,"Officer, advisory (MAFF)",4.0
2112069,Y,2112,2112069,"Officer, advisory, district",4.0
2112070,Y,2112,2112070,"Officer, experimental, chief (biologist)",4.0
2112071,Y,2112,2112071,"Officer, experimental, senior (biologist)",4.0
2112072,Y,2112,2112072,"Officer, fatstock (MAFF)",4.0
2112073,Y,2112,2112073,"Officer, field (advisory)",4.0
2112074,Y,2112,2112074,"Officer, field (professional)",4.0
2112075,Y,2112,2112075,"Officer, horticultural",4.0
2112076,Y,2112,2112076,"Officer, production, milk",4.0
2112077,Y,2112,2112077,"Officer, research (agricultural)",4.0
2112078,Y,2112,2112078,"Officer, research (botanical)",4.0
2112079,Y,2112,2112079,"Officer, research (biochemical)",4.0
2112080,Y,2112,2112080,"Officer, research (biological)",4.0
2112081,Y,2112,2112081,"Officer, research (zoological)",4.0
2112082,Y,2112,2112082,"Officer, research (horticultural)",4.0
2112083,Y,2112,2112083,"Officer, science, laboratory, medical",4.0
2112084,Y,2112,2112084,"Officer, scientific (biological)",4.0
2112085,Y,2112,2112085,"Officer, scientific (biochemical)",4.0
